experiment_id,time_seconds,temperature_c,hot_mass_g,cold_mass_g,hot_initial_c,cold_initial_c,calorimeter_heat_capacity_j_k,material,true_specific_heat_j_kg_k,true_hot_mass_g,true_cold_mass_g,true_temperature_c,true_equilibrium_c,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
HB_00001,38.75,29.0,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.055,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,42.62,29.1,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.1297,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,46.5,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.188,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,50.37,29.200000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2333,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,54.24,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2683,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,58.12,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2951,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,61.99,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3155,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,65.87,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3308,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,69.74,29.400000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3421,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,73.62,29.8,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3502,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,77.49,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3558,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,81.37,29.700000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3594,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,85.24,29.3,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3615,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,89.12,29.700000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3623,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,92.99,29.8,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3622,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,96.87,29.400000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3612,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,100.74,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3597,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,104.61,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3577,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,108.49,29.700000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3553,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,112.36,29.700000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3526,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,116.24,29.700000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3496,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,120.11,29.8,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3465,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,123.99,29.400000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3432,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,127.86,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3398,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,131.74,29.700000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3364,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,135.61,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3328,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,139.49,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3292,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,143.36,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3256,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,147.24,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3219,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,151.11,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3182,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,154.98,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3145,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,158.86,29.400000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3107,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,162.73,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.307,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,166.61,29.900000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.3032,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,170.48,29.400000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2995,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,174.36,29.700000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2957,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,178.23,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2919,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,182.11,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2881,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,185.98,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2844,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,189.86,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2806,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,193.73,29.400000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2768,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,197.61,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.273,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,201.48,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2693,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,205.35,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2655,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,209.23,29.3,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2617,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,213.1,29.900000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.258,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,216.98,29.200000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2542,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,220.85,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2504,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,224.73,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2467,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,228.6,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2429,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,232.48,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2392,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,236.35,29.8,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2354,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,240.23,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2317,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,244.1,29.200000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2279,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,247.98,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2242,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,251.85,29.700000000000003,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2204,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,255.72,29.400000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2167,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,259.6,29.6,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.213,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,263.47,29.8,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2092,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,267.35,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2055,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,271.22,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.2018,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,275.1,29.400000000000002,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.1981,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,278.97,29.8,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.1943,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
HB_00001,282.85,29.5,100.0,134.0,86.60000000000001,25.5,101.83882758807118,steel,465.42208644513056,99.75797053660516,133.4118164898882,29.1906,29.469477185329385,low_cost_sensor,warm_classroom,group_00,high_calorimeter_heat_capacity;sensor_lag;small_transfer_loss,0.07843389007344409,normal
