row_index,dataset_role,target,generation_group,experiment_id
121,train,heat_loss,heat_balance_family_0030,HB_00122
122,train,mass_measurement_error,heat_balance_family_0030,HB_00123
123,train,insufficient_mixing,heat_balance_family_0030,HB_00124
124,test,normal,heat_balance_family_0031,HB_00125
125,test,heat_loss,heat_balance_family_0031,HB_00126
126,test,mass_measurement_error,heat_balance_family_0031,HB_00127
127,test,insufficient_mixing,heat_balance_family_0031,HB_00128
128,train,normal,heat_balance_family_0032,HB_00129
129,train,heat_loss,heat_balance_family_0032,HB_00130
130,train,mass_measurement_error,heat_balance_family_0032,HB_00131
131,train,insufficient_mixing,heat_balance_family_0032,HB_00132
132,train,normal,heat_balance_family_0033,HB_00133
133,train,heat_loss,heat_balance_family_0033,HB_00134
134,train,mass_measurement_error,heat_balance_family_0033,HB_00135
135,train,insufficient_mixing,heat_balance_family_0033,HB_00136
136,validation,normal,heat_balance_family_0034,HB_00137
137,validation,heat_loss,heat_balance_family_0034,HB_00138
138,validation,mass_measurement_error,heat_balance_family_0034,HB_00139
139,validation,insufficient_mixing,heat_balance_family_0034,HB_00140
140,test,normal,heat_balance_family_0035,HB_00141
141,test,heat_loss,heat_balance_family_0035,HB_00142
142,test,mass_measurement_error,heat_balance_family_0035,HB_00143
143,test,insufficient_mixing,heat_balance_family_0035,HB_00144
144,train,normal,heat_balance_family_0036,HB_00145
145,train,heat_loss,heat_balance_family_0036,HB_00146
146,train,mass_measurement_error,heat_balance_family_0036,HB_00147
147,train,insufficient_mixing,heat_balance_family_0036,HB_00148
148,validation,normal,heat_balance_family_0037,HB_00149
149,validation,heat_loss,heat_balance_family_0037,HB_00150
150,validation,mass_measurement_error,heat_balance_family_0037,HB_00151
151,validation,insufficient_mixing,heat_balance_family_0037,HB_00152
152,train,normal,heat_balance_family_0038,HB_00153
153,train,heat_loss,heat_balance_family_0038,HB_00154
154,train,mass_measurement_error,heat_balance_family_0038,HB_00155
155,train,insufficient_mixing,heat_balance_family_0038,HB_00156
156,train,normal,heat_balance_family_0039,HB_00157
157,train,heat_loss,heat_balance_family_0039,HB_00158
158,train,mass_measurement_error,heat_balance_family_0039,HB_00159
159,train,insufficient_mixing,heat_balance_family_0039,HB_00160
160,test,normal,heat_balance_family_0040,HB_00161
161,test,heat_loss,heat_balance_family_0040,HB_00162
162,test,mass_measurement_error,heat_balance_family_0040,HB_00163
163,test,insufficient_mixing,heat_balance_family_0040,HB_00164
164,validation,normal,heat_balance_family_0041,HB_00165
165,validation,heat_loss,heat_balance_family_0041,HB_00166
166,validation,mass_measurement_error,heat_balance_family_0041,HB_00167
167,validation,insufficient_mixing,heat_balance_family_0041,HB_00168
168,train,normal,heat_balance_family_0042,HB_00169
169,train,heat_loss,heat_balance_family_0042,HB_00170
170,train,mass_measurement_error,heat_balance_family_0042,HB_00171
171,train,insufficient_mixing,heat_balance_family_0042,HB_00172
172,validation,normal,heat_balance_family_0043,HB_00173
173,validation,heat_loss,heat_balance_family_0043,HB_00174
174,validation,mass_measurement_error,heat_balance_family_0043,HB_00175
175,validation,insufficient_mixing,heat_balance_family_0043,HB_00176
176,validation,normal,heat_balance_family_0044,HB_00177
177,validation,heat_loss,heat_balance_family_0044,HB_00178
178,validation,mass_measurement_error,heat_balance_family_0044,HB_00179
179,validation,insufficient_mixing,heat_balance_family_0044,HB_00180
180,test,normal,heat_balance_family_0045,HB_00181
181,test,heat_loss,heat_balance_family_0045,HB_00182
182,test,mass_measurement_error,heat_balance_family_0045,HB_00183
183,test,insufficient_mixing,heat_balance_family_0045,HB_00184
184,validation,normal,heat_balance_family_0046,HB_00185
185,validation,heat_loss,heat_balance_family_0046,HB_00186
186,validation,mass_measurement_error,heat_balance_family_0046,HB_00187
187,validation,insufficient_mixing,heat_balance_family_0046,HB_00188
188,train,normal,heat_balance_family_0047,HB_00189
189,train,heat_loss,heat_balance_family_0047,HB_00190
190,train,mass_measurement_error,heat_balance_family_0047,HB_00191
191,train,insufficient_mixing,heat_balance_family_0047,HB_00192
192,test,normal,heat_balance_family_0048,HB_00193
193,test,heat_loss,heat_balance_family_0048,HB_00194
194,test,mass_measurement_error,heat_balance_family_0048,HB_00195
195,test,insufficient_mixing,heat_balance_family_0048,HB_00196
196,train,normal,heat_balance_family_0049,HB_00197
197,train,heat_loss,heat_balance_family_0049,HB_00198
198,train,mass_measurement_error,heat_balance_family_0049,HB_00199
199,train,insufficient_mixing,heat_balance_family_0049,HB_00200
200,validation,normal,heat_balance_family_0050,HB_00201
201,validation,heat_loss,heat_balance_family_0050,HB_00202
202,validation,mass_measurement_error,heat_balance_family_0050,HB_00203
203,validation,insufficient_mixing,heat_balance_family_0050,HB_00204
204,train,normal,heat_balance_family_0051,HB_00205
205,train,heat_loss,heat_balance_family_0051,HB_00206
206,train,mass_measurement_error,heat_balance_family_0051,HB_00207
207,train,insufficient_mixing,heat_balance_family_0051,HB_00208
208,validation,normal,heat_balance_family_0052,HB_00209
209,validation,heat_loss,heat_balance_family_0052,HB_00210
210,validation,mass_measurement_error,heat_balance_family_0052,HB_00211
211,validation,insufficient_mixing,heat_balance_family_0052,HB_00212
212,train,normal,heat_balance_family_0053,HB_00213
213,train,heat_loss,heat_balance_family_0053,HB_00214
214,train,mass_measurement_error,heat_balance_family_0053,HB_00215
215,train,insufficient_mixing,heat_balance_family_0053,HB_00216
216,train,normal,heat_balance_family_0054,HB_00217
217,train,heat_loss,heat_balance_family_0054,HB_00218
218,train,mass_measurement_error,heat_balance_family_0054,HB_00219
219,train,insufficient_mixing,heat_balance_family_0054,HB_00220
220,train,normal,heat_balance_family_0055,HB_00221
221,train,heat_loss,heat_balance_family_0055,HB_00222
222,train,mass_measurement_error,heat_balance_family_0055,HB_00223
223,train,insufficient_mixing,heat_balance_family_0055,HB_00224
224,train,normal,heat_balance_family_0056,HB_00225
225,train,heat_loss,heat_balance_family_0056,HB_00226
226,train,mass_measurement_error,heat_balance_family_0056,HB_00227
227,train,insufficient_mixing,heat_balance_family_0056,HB_00228
228,train,normal,heat_balance_family_0057,HB_00229
229,train,heat_loss,heat_balance_family_0057,HB_00230
230,train,mass_measurement_error,heat_balance_family_0057,HB_00231
231,train,insufficient_mixing,heat_balance_family_0057,HB_00232
232,validation,normal,heat_balance_family_0058,HB_00233
233,validation,heat_loss,heat_balance_family_0058,HB_00234
234,validation,mass_measurement_error,heat_balance_family_0058,HB_00235
235,validation,insufficient_mixing,heat_balance_family_0058,HB_00236
236,train,normal,heat_balance_family_0059,HB_00237
237,train,heat_loss,heat_balance_family_0059,HB_00238
238,train,mass_measurement_error,heat_balance_family_0059,HB_00239
239,train,insufficient_mixing,heat_balance_family_0059,HB_00240
240,test,normal,heat_balance_family_0060,HB_00241
241,test,heat_loss,heat_balance_family_0060,HB_00242
242,test,mass_measurement_error,heat_balance_family_0060,HB_00243
243,test,insufficient_mixing,heat_balance_family_0060,HB_00244
244,train,normal,heat_balance_family_0061,HB_00245
245,train,heat_loss,heat_balance_family_0061,HB_00246
246,train,mass_measurement_error,heat_balance_family_0061,HB_00247
247,train,insufficient_mixing,heat_balance_family_0061,HB_00248
248,train,normal,heat_balance_family_0062,HB_00249
249,train,heat_loss,heat_balance_family_0062,HB_00250
250,train,mass_measurement_error,heat_balance_family_0062,HB_00251
251,train,insufficient_mixing,heat_balance_family_0062,HB_00252
252,validation,normal,heat_balance_family_0063,HB_00253
253,validation,heat_loss,heat_balance_family_0063,HB_00254
254,validation,mass_measurement_error,heat_balance_family_0063,HB_00255
255,validation,insufficient_mixing,heat_balance_family_0063,HB_00256
256,test,normal,heat_balance_family_0064,HB_00257
257,test,heat_loss,heat_balance_family_0064,HB_00258
258,test,mass_measurement_error,heat_balance_family_0064,HB_00259
259,test,insufficient_mixing,heat_balance_family_0064,HB_00260
260,test,normal,heat_balance_family_0065,HB_00261
261,test,heat_loss,heat_balance_family_0065,HB_00262
262,test,mass_measurement_error,heat_balance_family_0065,HB_00263
263,test,insufficient_mixing,heat_balance_family_0065,HB_00264
264,train,normal,heat_balance_family_0066,HB_00265
265,train,heat_loss,heat_balance_family_0066,HB_00266
266,train,mass_measurement_error,heat_balance_family_0066,HB_00267
267,train,insufficient_mixing,heat_balance_family_0066,HB_00268
268,train,normal,heat_balance_family_0067,HB_00269
269,train,heat_loss,heat_balance_family_0067,HB_00270
270,train,mass_measurement_error,heat_balance_family_0067,HB_00271
271,train,insufficient_mixing,heat_balance_family_0067,HB_00272
272,train,normal,heat_balance_family_0068,HB_00273
273,train,heat_loss,heat_balance_family_0068,HB_00274
274,train,mass_measurement_error,heat_balance_family_0068,HB_00275
275,train,insufficient_mixing,heat_balance_family_0068,HB_00276
276,validation,normal,heat_balance_family_0069,HB_00277
277,validation,heat_loss,heat_balance_family_0069,HB_00278
278,validation,mass_measurement_error,heat_balance_family_0069,HB_00279
279,validation,insufficient_mixing,heat_balance_family_0069,HB_00280
280,validation,normal,heat_balance_family_0070,HB_00281
281,validation,heat_loss,heat_balance_family_0070,HB_00282
282,validation,mass_measurement_error,heat_balance_family_0070,HB_00283
283,validation,insufficient_mixing,heat_balance_family_0070,HB_00284
284,validation,normal,heat_balance_family_0071,HB_00285
285,validation,heat_loss,heat_balance_family_0071,HB_00286
286,validation,mass_measurement_error,heat_balance_family_0071,HB_00287
287,validation,insufficient_mixing,heat_balance_family_0071,HB_00288
288,train,normal,heat_balance_family_0072,HB_00289
289,train,heat_loss,heat_balance_family_0072,HB_00290
290,train,mass_measurement_error,heat_balance_family_0072,HB_00291
291,train,insufficient_mixing,heat_balance_family_0072,HB_00292
292,train,normal,heat_balance_family_0073,HB_00293
293,train,heat_loss,heat_balance_family_0073,HB_00294
294,train,mass_measurement_error,heat_balance_family_0073,HB_00295
295,train,insufficient_mixing,heat_balance_family_0073,HB_00296
296,train,normal,heat_balance_family_0074,HB_00297
297,train,heat_loss,heat_balance_family_0074,HB_00298
298,train,mass_measurement_error,heat_balance_family_0074,HB_00299
299,train,insufficient_mixing,heat_balance_family_0074,HB_00300
300,test,normal,heat_balance_family_0075,HB_00301
301,test,heat_loss,heat_balance_family_0075,HB_00302
302,test,mass_measurement_error,heat_balance_family_0075,HB_00303
303,test,insufficient_mixing,heat_balance_family_0075,HB_00304
304,test,normal,heat_balance_family_0076,HB_00305
305,test,heat_loss,heat_balance_family_0076,HB_00306
306,test,mass_measurement_error,heat_balance_family_0076,HB_00307
307,test,insufficient_mixing,heat_balance_family_0076,HB_00308
308,validation,normal,heat_balance_family_0077,HB_00309
309,validation,heat_loss,heat_balance_family_0077,HB_00310
310,validation,mass_measurement_error,heat_balance_family_0077,HB_00311
311,validation,insufficient_mixing,heat_balance_family_0077,HB_00312
312,validation,normal,heat_balance_family_0078,HB_00313
313,validation,heat_loss,heat_balance_family_0078,HB_00314
314,validation,mass_measurement_error,heat_balance_family_0078,HB_00315
315,validation,insufficient_mixing,heat_balance_family_0078,HB_00316
316,train,normal,heat_balance_family_0079,HB_00317
317,train,heat_loss,heat_balance_family_0079,HB_00318
318,train,mass_measurement_error,heat_balance_family_0079,HB_00319
319,train,insufficient_mixing,heat_balance_family_0079,HB_00320
320,validation,normal,heat_balance_family_0080,HB_00321
321,validation,heat_loss,heat_balance_family_0080,HB_00322
322,validation,mass_measurement_error,heat_balance_family_0080,HB_00323
323,validation,insufficient_mixing,heat_balance_family_0080,HB_00324
324,validation,normal,heat_balance_family_0081,HB_00325
325,validation,heat_loss,heat_balance_family_0081,HB_00326
326,validation,mass_measurement_error,heat_balance_family_0081,HB_00327
327,validation,insufficient_mixing,heat_balance_family_0081,HB_00328
328,train,normal,heat_balance_family_0082,HB_00329
329,train,heat_loss,heat_balance_family_0082,HB_00330
330,train,mass_measurement_error,heat_balance_family_0082,HB_00331
331,train,insufficient_mixing,heat_balance_family_0082,HB_00332
332,train,normal,heat_balance_family_0083,HB_00333
333,train,heat_loss,heat_balance_family_0083,HB_00334
334,train,mass_measurement_error,heat_balance_family_0083,HB_00335
335,train,insufficient_mixing,heat_balance_family_0083,HB_00336
336,train,normal,heat_balance_family_0084,HB_00337
337,train,heat_loss,heat_balance_family_0084,HB_00338
338,train,mass_measurement_error,heat_balance_family_0084,HB_00339
339,train,insufficient_mixing,heat_balance_family_0084,HB_00340
340,train,normal,heat_balance_family_0085,HB_00341
341,train,heat_loss,heat_balance_family_0085,HB_00342
342,train,mass_measurement_error,heat_balance_family_0085,HB_00343
343,train,insufficient_mixing,heat_balance_family_0085,HB_00344
344,validation,normal,heat_balance_family_0086,HB_00345
345,validation,heat_loss,heat_balance_family_0086,HB_00346
346,validation,mass_measurement_error,heat_balance_family_0086,HB_00347
347,validation,insufficient_mixing,heat_balance_family_0086,HB_00348
348,train,normal,heat_balance_family_0087,HB_00349
349,train,heat_loss,heat_balance_family_0087,HB_00350
350,train,mass_measurement_error,heat_balance_family_0087,HB_00351
351,train,insufficient_mixing,heat_balance_family_0087,HB_00352
352,train,normal,heat_balance_family_0088,HB_00353
353,train,heat_loss,heat_balance_family_0088,HB_00354
354,train,mass_measurement_error,heat_balance_family_0088,HB_00355
355,train,insufficient_mixing,heat_balance_family_0088,HB_00356
356,train,normal,heat_balance_family_0089,HB_00357
357,train,heat_loss,heat_balance_family_0089,HB_00358
358,train,mass_measurement_error,heat_balance_family_0089,HB_00359
359,train,insufficient_mixing,heat_balance_family_0089,HB_00360
360,validation,normal,heat_balance_family_0090,HB_00361
361,validation,heat_loss,heat_balance_family_0090,HB_00362
362,validation,mass_measurement_error,heat_balance_family_0090,HB_00363
363,validation,insufficient_mixing,heat_balance_family_0090,HB_00364
364,train,normal,heat_balance_family_0091,HB_00365
365,train,heat_loss,heat_balance_family_0091,HB_00366
366,train,mass_measurement_error,heat_balance_family_0091,HB_00367
367,train,insufficient_mixing,heat_balance_family_0091,HB_00368
368,train,normal,heat_balance_family_0092,HB_00369
369,train,heat_loss,heat_balance_family_0092,HB_00370
370,train,mass_measurement_error,heat_balance_family_0092,HB_00371
371,train,insufficient_mixing,heat_balance_family_0092,HB_00372
372,train,normal,heat_balance_family_0093,HB_00373
373,train,heat_loss,heat_balance_family_0093,HB_00374
374,train,mass_measurement_error,heat_balance_family_0093,HB_00375
375,train,insufficient_mixing,heat_balance_family_0093,HB_00376
376,test,normal,heat_balance_family_0094,HB_00377
377,test,heat_loss,heat_balance_family_0094,HB_00378
378,test,mass_measurement_error,heat_balance_family_0094,HB_00379
379,test,insufficient_mixing,heat_balance_family_0094,HB_00380
380,validation,normal,heat_balance_family_0095,HB_00381
381,validation,heat_loss,heat_balance_family_0095,HB_00382
382,validation,mass_measurement_error,heat_balance_family_0095,HB_00383
383,validation,insufficient_mixing,heat_balance_family_0095,HB_00384
384,train,normal,heat_balance_family_0096,HB_00385
385,train,heat_loss,heat_balance_family_0096,HB_00386
386,train,mass_measurement_error,heat_balance_family_0096,HB_00387
387,train,insufficient_mixing,heat_balance_family_0096,HB_00388
388,validation,normal,heat_balance_family_0097,HB_00389
389,validation,heat_loss,heat_balance_family_0097,HB_00390
390,validation,mass_measurement_error,heat_balance_family_0097,HB_00391
391,validation,insufficient_mixing,heat_balance_family_0097,HB_00392
392,validation,normal,heat_balance_family_0098,HB_00393
393,validation,heat_loss,heat_balance_family_0098,HB_00394
394,validation,mass_measurement_error,heat_balance_family_0098,HB_00395
395,validation,insufficient_mixing,heat_balance_family_0098,HB_00396
396,train,normal,heat_balance_family_0099,HB_00397
397,train,heat_loss,heat_balance_family_0099,HB_00398
398,train,mass_measurement_error,heat_balance_family_0099,HB_00399
399,train,insufficient_mixing,heat_balance_family_0099,HB_00400
400,train,normal,heat_balance_family_0100,HB_00401
401,train,heat_loss,heat_balance_family_0100,HB_00402
402,train,mass_measurement_error,heat_balance_family_0100,HB_00403
403,train,insufficient_mixing,heat_balance_family_0100,HB_00404
404,train,normal,heat_balance_family_0101,HB_00405
405,train,heat_loss,heat_balance_family_0101,HB_00406
406,train,mass_measurement_error,heat_balance_family_0101,HB_00407
407,train,insufficient_mixing,heat_balance_family_0101,HB_00408
408,train,normal,heat_balance_family_0102,HB_00409
409,train,heat_loss,heat_balance_family_0102,HB_00410
410,train,mass_measurement_error,heat_balance_family_0102,HB_00411
411,train,insufficient_mixing,heat_balance_family_0102,HB_00412
412,train,normal,heat_balance_family_0103,HB_00413
413,train,heat_loss,heat_balance_family_0103,HB_00414
414,train,mass_measurement_error,heat_balance_family_0103,HB_00415
415,train,insufficient_mixing,heat_balance_family_0103,HB_00416
416,validation,normal,heat_balance_family_0104,HB_00417
417,validation,heat_loss,heat_balance_family_0104,HB_00418
418,validation,mass_measurement_error,heat_balance_family_0104,HB_00419
419,validation,insufficient_mixing,heat_balance_family_0104,HB_00420
420,test,normal,heat_balance_family_0105,HB_00421
421,test,heat_loss,heat_balance_family_0105,HB_00422
422,test,mass_measurement_error,heat_balance_family_0105,HB_00423
423,test,insufficient_mixing,heat_balance_family_0105,HB_00424
424,test,normal,heat_balance_family_0106,HB_00425
425,test,heat_loss,heat_balance_family_0106,HB_00426
426,test,mass_measurement_error,heat_balance_family_0106,HB_00427
427,test,insufficient_mixing,heat_balance_family_0106,HB_00428
428,test,normal,heat_balance_family_0107,HB_00429
429,test,heat_loss,heat_balance_family_0107,HB_00430
430,test,mass_measurement_error,heat_balance_family_0107,HB_00431
431,test,insufficient_mixing,heat_balance_family_0107,HB_00432
432,validation,normal,heat_balance_family_0108,HB_00433
433,validation,heat_loss,heat_balance_family_0108,HB_00434
434,validation,mass_measurement_error,heat_balance_family_0108,HB_00435
435,validation,insufficient_mixing,heat_balance_family_0108,HB_00436
436,test,normal,heat_balance_family_0109,HB_00437
437,test,heat_loss,heat_balance_family_0109,HB_00438
438,test,mass_measurement_error,heat_balance_family_0109,HB_00439
439,test,insufficient_mixing,heat_balance_family_0109,HB_00440
440,train,normal,heat_balance_family_0110,HB_00441
441,train,heat_loss,heat_balance_family_0110,HB_00442
442,train,mass_measurement_error,heat_balance_family_0110,HB_00443
443,train,insufficient_mixing,heat_balance_family_0110,HB_00444
444,train,normal,heat_balance_family_0111,HB_00445
445,train,heat_loss,heat_balance_family_0111,HB_00446
446,train,mass_measurement_error,heat_balance_family_0111,HB_00447
447,train,insufficient_mixing,heat_balance_family_0111,HB_00448
448,train,normal,heat_balance_family_0112,HB_00449
449,train,heat_loss,heat_balance_family_0112,HB_00450
450,train,mass_measurement_error,heat_balance_family_0112,HB_00451
451,train,insufficient_mixing,heat_balance_family_0112,HB_00452
452,test,normal,heat_balance_family_0113,HB_00453
453,test,heat_loss,heat_balance_family_0113,HB_00454
454,test,mass_measurement_error,heat_balance_family_0113,HB_00455
455,test,insufficient_mixing,heat_balance_family_0113,HB_00456
456,train,normal,heat_balance_family_0114,HB_00457
457,train,heat_loss,heat_balance_family_0114,HB_00458
458,train,mass_measurement_error,heat_balance_family_0114,HB_00459
459,train,insufficient_mixing,heat_balance_family_0114,HB_00460
460,train,normal,heat_balance_family_0115,HB_00461
461,train,heat_loss,heat_balance_family_0115,HB_00462
462,train,mass_measurement_error,heat_balance_family_0115,HB_00463
463,train,insufficient_mixing,heat_balance_family_0115,HB_00464
464,test,normal,heat_balance_family_0116,HB_00465
465,test,heat_loss,heat_balance_family_0116,HB_00466
466,test,mass_measurement_error,heat_balance_family_0116,HB_00467
467,test,insufficient_mixing,heat_balance_family_0116,HB_00468
468,test,normal,heat_balance_family_0117,HB_00469
469,test,heat_loss,heat_balance_family_0117,HB_00470
470,test,mass_measurement_error,heat_balance_family_0117,HB_00471
471,test,insufficient_mixing,heat_balance_family_0117,HB_00472
472,train,normal,heat_balance_family_0118,HB_00473
473,train,heat_loss,heat_balance_family_0118,HB_00474
474,train,mass_measurement_error,heat_balance_family_0118,HB_00475
475,train,insufficient_mixing,heat_balance_family_0118,HB_00476
476,validation,normal,heat_balance_family_0119,HB_00477
477,validation,heat_loss,heat_balance_family_0119,HB_00478
478,validation,mass_measurement_error,heat_balance_family_0119,HB_00479
479,validation,insufficient_mixing,heat_balance_family_0119,HB_00480
480,test,normal,heat_balance_family_0120,HB_00481
481,test,heat_loss,heat_balance_family_0120,HB_00482
482,test,mass_measurement_error,heat_balance_family_0120,HB_00483
483,test,insufficient_mixing,heat_balance_family_0120,HB_00484
484,test,normal,heat_balance_family_0121,HB_00485
485,test,heat_loss,heat_balance_family_0121,HB_00486
486,test,mass_measurement_error,heat_balance_family_0121,HB_00487
487,test,insufficient_mixing,heat_balance_family_0121,HB_00488
488,test,normal,heat_balance_family_0122,HB_00489
489,test,heat_loss,heat_balance_family_0122,HB_00490
490,test,mass_measurement_error,heat_balance_family_0122,HB_00491
491,test,insufficient_mixing,heat_balance_family_0122,HB_00492
492,train,normal,heat_balance_family_0123,HB_00493
493,train,heat_loss,heat_balance_family_0123,HB_00494
494,train,mass_measurement_error,heat_balance_family_0123,HB_00495
495,train,insufficient_mixing,heat_balance_family_0123,HB_00496
496,train,normal,heat_balance_family_0124,HB_00497
497,train,heat_loss,heat_balance_family_0124,HB_00498
