row_index,dataset_role,target,generation_group,experiment_id
111,train,temperature_sensor_lag,isochoric_family_0027,IS_00112
112,validation,normal,isochoric_family_0028,IS_00113
113,validation,air_leak,isochoric_family_0028,IS_00114
114,validation,volume_instability,isochoric_family_0028,IS_00115
115,validation,temperature_sensor_lag,isochoric_family_0028,IS_00116
116,train,normal,isochoric_family_0029,IS_00117
117,train,air_leak,isochoric_family_0029,IS_00118
118,train,volume_instability,isochoric_family_0029,IS_00119
119,train,temperature_sensor_lag,isochoric_family_0029,IS_00120
120,train,normal,isochoric_family_0030,IS_00121
121,train,air_leak,isochoric_family_0030,IS_00122
122,train,volume_instability,isochoric_family_0030,IS_00123
123,train,temperature_sensor_lag,isochoric_family_0030,IS_00124
124,test,normal,isochoric_family_0031,IS_00125
125,test,air_leak,isochoric_family_0031,IS_00126
126,test,volume_instability,isochoric_family_0031,IS_00127
127,test,temperature_sensor_lag,isochoric_family_0031,IS_00128
128,train,normal,isochoric_family_0032,IS_00129
129,train,air_leak,isochoric_family_0032,IS_00130
130,train,volume_instability,isochoric_family_0032,IS_00131
131,train,temperature_sensor_lag,isochoric_family_0032,IS_00132
132,train,normal,isochoric_family_0033,IS_00133
133,train,air_leak,isochoric_family_0033,IS_00134
134,train,volume_instability,isochoric_family_0033,IS_00135
135,train,temperature_sensor_lag,isochoric_family_0033,IS_00136
136,validation,normal,isochoric_family_0034,IS_00137
137,validation,air_leak,isochoric_family_0034,IS_00138
138,validation,volume_instability,isochoric_family_0034,IS_00139
139,validation,temperature_sensor_lag,isochoric_family_0034,IS_00140
140,test,normal,isochoric_family_0035,IS_00141
141,test,air_leak,isochoric_family_0035,IS_00142
142,test,volume_instability,isochoric_family_0035,IS_00143
143,test,temperature_sensor_lag,isochoric_family_0035,IS_00144
144,train,normal,isochoric_family_0036,IS_00145
145,train,air_leak,isochoric_family_0036,IS_00146
146,train,volume_instability,isochoric_family_0036,IS_00147
147,train,temperature_sensor_lag,isochoric_family_0036,IS_00148
148,validation,normal,isochoric_family_0037,IS_00149
149,validation,air_leak,isochoric_family_0037,IS_00150
150,validation,volume_instability,isochoric_family_0037,IS_00151
151,validation,temperature_sensor_lag,isochoric_family_0037,IS_00152
152,train,normal,isochoric_family_0038,IS_00153
153,train,air_leak,isochoric_family_0038,IS_00154
154,train,volume_instability,isochoric_family_0038,IS_00155
155,train,temperature_sensor_lag,isochoric_family_0038,IS_00156
156,train,normal,isochoric_family_0039,IS_00157
157,train,air_leak,isochoric_family_0039,IS_00158
158,train,volume_instability,isochoric_family_0039,IS_00159
159,train,temperature_sensor_lag,isochoric_family_0039,IS_00160
160,test,normal,isochoric_family_0040,IS_00161
161,test,air_leak,isochoric_family_0040,IS_00162
162,test,volume_instability,isochoric_family_0040,IS_00163
163,test,temperature_sensor_lag,isochoric_family_0040,IS_00164
164,validation,normal,isochoric_family_0041,IS_00165
165,validation,air_leak,isochoric_family_0041,IS_00166
166,validation,volume_instability,isochoric_family_0041,IS_00167
167,validation,temperature_sensor_lag,isochoric_family_0041,IS_00168
168,train,normal,isochoric_family_0042,IS_00169
169,train,air_leak,isochoric_family_0042,IS_00170
170,train,volume_instability,isochoric_family_0042,IS_00171
171,train,temperature_sensor_lag,isochoric_family_0042,IS_00172
172,validation,normal,isochoric_family_0043,IS_00173
173,validation,air_leak,isochoric_family_0043,IS_00174
174,validation,volume_instability,isochoric_family_0043,IS_00175
175,validation,temperature_sensor_lag,isochoric_family_0043,IS_00176
176,validation,normal,isochoric_family_0044,IS_00177
177,validation,air_leak,isochoric_family_0044,IS_00178
178,validation,volume_instability,isochoric_family_0044,IS_00179
179,validation,temperature_sensor_lag,isochoric_family_0044,IS_00180
180,test,normal,isochoric_family_0045,IS_00181
181,test,air_leak,isochoric_family_0045,IS_00182
182,test,volume_instability,isochoric_family_0045,IS_00183
183,test,temperature_sensor_lag,isochoric_family_0045,IS_00184
184,validation,normal,isochoric_family_0046,IS_00185
185,validation,air_leak,isochoric_family_0046,IS_00186
186,validation,volume_instability,isochoric_family_0046,IS_00187
187,validation,temperature_sensor_lag,isochoric_family_0046,IS_00188
188,train,normal,isochoric_family_0047,IS_00189
189,train,air_leak,isochoric_family_0047,IS_00190
190,train,volume_instability,isochoric_family_0047,IS_00191
191,train,temperature_sensor_lag,isochoric_family_0047,IS_00192
192,test,normal,isochoric_family_0048,IS_00193
193,test,air_leak,isochoric_family_0048,IS_00194
194,test,volume_instability,isochoric_family_0048,IS_00195
195,test,temperature_sensor_lag,isochoric_family_0048,IS_00196
196,train,normal,isochoric_family_0049,IS_00197
197,train,air_leak,isochoric_family_0049,IS_00198
198,train,volume_instability,isochoric_family_0049,IS_00199
199,train,temperature_sensor_lag,isochoric_family_0049,IS_00200
200,validation,normal,isochoric_family_0050,IS_00201
201,validation,air_leak,isochoric_family_0050,IS_00202
202,validation,volume_instability,isochoric_family_0050,IS_00203
203,validation,temperature_sensor_lag,isochoric_family_0050,IS_00204
204,train,normal,isochoric_family_0051,IS_00205
205,train,air_leak,isochoric_family_0051,IS_00206
206,train,volume_instability,isochoric_family_0051,IS_00207
207,train,temperature_sensor_lag,isochoric_family_0051,IS_00208
208,validation,normal,isochoric_family_0052,IS_00209
209,validation,air_leak,isochoric_family_0052,IS_00210
210,validation,volume_instability,isochoric_family_0052,IS_00211
211,validation,temperature_sensor_lag,isochoric_family_0052,IS_00212
212,train,normal,isochoric_family_0053,IS_00213
213,train,air_leak,isochoric_family_0053,IS_00214
214,train,volume_instability,isochoric_family_0053,IS_00215
215,train,temperature_sensor_lag,isochoric_family_0053,IS_00216
216,train,normal,isochoric_family_0054,IS_00217
217,train,air_leak,isochoric_family_0054,IS_00218
218,train,volume_instability,isochoric_family_0054,IS_00219
219,train,temperature_sensor_lag,isochoric_family_0054,IS_00220
220,train,normal,isochoric_family_0055,IS_00221
221,train,air_leak,isochoric_family_0055,IS_00222
222,train,volume_instability,isochoric_family_0055,IS_00223
223,train,temperature_sensor_lag,isochoric_family_0055,IS_00224
224,train,normal,isochoric_family_0056,IS_00225
225,train,air_leak,isochoric_family_0056,IS_00226
226,train,volume_instability,isochoric_family_0056,IS_00227
227,train,temperature_sensor_lag,isochoric_family_0056,IS_00228
228,train,normal,isochoric_family_0057,IS_00229
229,train,air_leak,isochoric_family_0057,IS_00230
230,train,volume_instability,isochoric_family_0057,IS_00231
231,train,temperature_sensor_lag,isochoric_family_0057,IS_00232
232,validation,normal,isochoric_family_0058,IS_00233
233,validation,air_leak,isochoric_family_0058,IS_00234
234,validation,volume_instability,isochoric_family_0058,IS_00235
235,validation,temperature_sensor_lag,isochoric_family_0058,IS_00236
236,train,normal,isochoric_family_0059,IS_00237
237,train,air_leak,isochoric_family_0059,IS_00238
238,train,volume_instability,isochoric_family_0059,IS_00239
239,train,temperature_sensor_lag,isochoric_family_0059,IS_00240
240,test,normal,isochoric_family_0060,IS_00241
241,test,air_leak,isochoric_family_0060,IS_00242
242,test,volume_instability,isochoric_family_0060,IS_00243
243,test,temperature_sensor_lag,isochoric_family_0060,IS_00244
244,train,normal,isochoric_family_0061,IS_00245
245,train,air_leak,isochoric_family_0061,IS_00246
246,train,volume_instability,isochoric_family_0061,IS_00247
247,train,temperature_sensor_lag,isochoric_family_0061,IS_00248
248,train,normal,isochoric_family_0062,IS_00249
249,train,air_leak,isochoric_family_0062,IS_00250
250,train,volume_instability,isochoric_family_0062,IS_00251
251,train,temperature_sensor_lag,isochoric_family_0062,IS_00252
252,validation,normal,isochoric_family_0063,IS_00253
253,validation,air_leak,isochoric_family_0063,IS_00254
254,validation,volume_instability,isochoric_family_0063,IS_00255
255,validation,temperature_sensor_lag,isochoric_family_0063,IS_00256
256,test,normal,isochoric_family_0064,IS_00257
257,test,air_leak,isochoric_family_0064,IS_00258
258,test,volume_instability,isochoric_family_0064,IS_00259
259,test,temperature_sensor_lag,isochoric_family_0064,IS_00260
260,test,normal,isochoric_family_0065,IS_00261
261,test,air_leak,isochoric_family_0065,IS_00262
262,test,volume_instability,isochoric_family_0065,IS_00263
263,test,temperature_sensor_lag,isochoric_family_0065,IS_00264
264,train,normal,isochoric_family_0066,IS_00265
265,train,air_leak,isochoric_family_0066,IS_00266
266,train,volume_instability,isochoric_family_0066,IS_00267
267,train,temperature_sensor_lag,isochoric_family_0066,IS_00268
268,train,normal,isochoric_family_0067,IS_00269
269,train,air_leak,isochoric_family_0067,IS_00270
270,train,volume_instability,isochoric_family_0067,IS_00271
271,train,temperature_sensor_lag,isochoric_family_0067,IS_00272
272,train,normal,isochoric_family_0068,IS_00273
273,train,air_leak,isochoric_family_0068,IS_00274
274,train,volume_instability,isochoric_family_0068,IS_00275
275,train,temperature_sensor_lag,isochoric_family_0068,IS_00276
276,validation,normal,isochoric_family_0069,IS_00277
277,validation,air_leak,isochoric_family_0069,IS_00278
278,validation,volume_instability,isochoric_family_0069,IS_00279
279,validation,temperature_sensor_lag,isochoric_family_0069,IS_00280
280,validation,normal,isochoric_family_0070,IS_00281
281,validation,air_leak,isochoric_family_0070,IS_00282
282,validation,volume_instability,isochoric_family_0070,IS_00283
283,validation,temperature_sensor_lag,isochoric_family_0070,IS_00284
284,validation,normal,isochoric_family_0071,IS_00285
285,validation,air_leak,isochoric_family_0071,IS_00286
286,validation,volume_instability,isochoric_family_0071,IS_00287
287,validation,temperature_sensor_lag,isochoric_family_0071,IS_00288
288,train,normal,isochoric_family_0072,IS_00289
289,train,air_leak,isochoric_family_0072,IS_00290
290,train,volume_instability,isochoric_family_0072,IS_00291
291,train,temperature_sensor_lag,isochoric_family_0072,IS_00292
292,train,normal,isochoric_family_0073,IS_00293
293,train,air_leak,isochoric_family_0073,IS_00294
294,train,volume_instability,isochoric_family_0073,IS_00295
295,train,temperature_sensor_lag,isochoric_family_0073,IS_00296
296,train,normal,isochoric_family_0074,IS_00297
297,train,air_leak,isochoric_family_0074,IS_00298
298,train,volume_instability,isochoric_family_0074,IS_00299
299,train,temperature_sensor_lag,isochoric_family_0074,IS_00300
300,test,normal,isochoric_family_0075,IS_00301
301,test,air_leak,isochoric_family_0075,IS_00302
302,test,volume_instability,isochoric_family_0075,IS_00303
303,test,temperature_sensor_lag,isochoric_family_0075,IS_00304
304,test,normal,isochoric_family_0076,IS_00305
305,test,air_leak,isochoric_family_0076,IS_00306
306,test,volume_instability,isochoric_family_0076,IS_00307
307,test,temperature_sensor_lag,isochoric_family_0076,IS_00308
308,validation,normal,isochoric_family_0077,IS_00309
309,validation,air_leak,isochoric_family_0077,IS_00310
310,validation,volume_instability,isochoric_family_0077,IS_00311
311,validation,temperature_sensor_lag,isochoric_family_0077,IS_00312
312,validation,normal,isochoric_family_0078,IS_00313
313,validation,air_leak,isochoric_family_0078,IS_00314
314,validation,volume_instability,isochoric_family_0078,IS_00315
315,validation,temperature_sensor_lag,isochoric_family_0078,IS_00316
316,train,normal,isochoric_family_0079,IS_00317
317,train,air_leak,isochoric_family_0079,IS_00318
318,train,volume_instability,isochoric_family_0079,IS_00319
319,train,temperature_sensor_lag,isochoric_family_0079,IS_00320
320,validation,normal,isochoric_family_0080,IS_00321
321,validation,air_leak,isochoric_family_0080,IS_00322
322,validation,volume_instability,isochoric_family_0080,IS_00323
323,validation,temperature_sensor_lag,isochoric_family_0080,IS_00324
324,validation,normal,isochoric_family_0081,IS_00325
325,validation,air_leak,isochoric_family_0081,IS_00326
326,validation,volume_instability,isochoric_family_0081,IS_00327
327,validation,temperature_sensor_lag,isochoric_family_0081,IS_00328
328,train,normal,isochoric_family_0082,IS_00329
329,train,air_leak,isochoric_family_0082,IS_00330
330,train,volume_instability,isochoric_family_0082,IS_00331
331,train,temperature_sensor_lag,isochoric_family_0082,IS_00332
332,train,normal,isochoric_family_0083,IS_00333
333,train,air_leak,isochoric_family_0083,IS_00334
334,train,volume_instability,isochoric_family_0083,IS_00335
335,train,temperature_sensor_lag,isochoric_family_0083,IS_00336
336,train,normal,isochoric_family_0084,IS_00337
337,train,air_leak,isochoric_family_0084,IS_00338
338,train,volume_instability,isochoric_family_0084,IS_00339
339,train,temperature_sensor_lag,isochoric_family_0084,IS_00340
340,train,normal,isochoric_family_0085,IS_00341
341,train,air_leak,isochoric_family_0085,IS_00342
342,train,volume_instability,isochoric_family_0085,IS_00343
343,train,temperature_sensor_lag,isochoric_family_0085,IS_00344
344,validation,normal,isochoric_family_0086,IS_00345
345,validation,air_leak,isochoric_family_0086,IS_00346
346,validation,volume_instability,isochoric_family_0086,IS_00347
347,validation,temperature_sensor_lag,isochoric_family_0086,IS_00348
348,train,normal,isochoric_family_0087,IS_00349
349,train,air_leak,isochoric_family_0087,IS_00350
350,train,volume_instability,isochoric_family_0087,IS_00351
351,train,temperature_sensor_lag,isochoric_family_0087,IS_00352
352,train,normal,isochoric_family_0088,IS_00353
353,train,air_leak,isochoric_family_0088,IS_00354
354,train,volume_instability,isochoric_family_0088,IS_00355
355,train,temperature_sensor_lag,isochoric_family_0088,IS_00356
356,train,normal,isochoric_family_0089,IS_00357
357,train,air_leak,isochoric_family_0089,IS_00358
358,train,volume_instability,isochoric_family_0089,IS_00359
359,train,temperature_sensor_lag,isochoric_family_0089,IS_00360
360,validation,normal,isochoric_family_0090,IS_00361
361,validation,air_leak,isochoric_family_0090,IS_00362
362,validation,volume_instability,isochoric_family_0090,IS_00363
363,validation,temperature_sensor_lag,isochoric_family_0090,IS_00364
364,train,normal,isochoric_family_0091,IS_00365
365,train,air_leak,isochoric_family_0091,IS_00366
366,train,volume_instability,isochoric_family_0091,IS_00367
367,train,temperature_sensor_lag,isochoric_family_0091,IS_00368
368,train,normal,isochoric_family_0092,IS_00369
369,train,air_leak,isochoric_family_0092,IS_00370
370,train,volume_instability,isochoric_family_0092,IS_00371
371,train,temperature_sensor_lag,isochoric_family_0092,IS_00372
372,train,normal,isochoric_family_0093,IS_00373
373,train,air_leak,isochoric_family_0093,IS_00374
374,train,volume_instability,isochoric_family_0093,IS_00375
375,train,temperature_sensor_lag,isochoric_family_0093,IS_00376
376,test,normal,isochoric_family_0094,IS_00377
377,test,air_leak,isochoric_family_0094,IS_00378
378,test,volume_instability,isochoric_family_0094,IS_00379
379,test,temperature_sensor_lag,isochoric_family_0094,IS_00380
380,validation,normal,isochoric_family_0095,IS_00381
381,validation,air_leak,isochoric_family_0095,IS_00382
382,validation,volume_instability,isochoric_family_0095,IS_00383
383,validation,temperature_sensor_lag,isochoric_family_0095,IS_00384
384,train,normal,isochoric_family_0096,IS_00385
385,train,air_leak,isochoric_family_0096,IS_00386
386,train,volume_instability,isochoric_family_0096,IS_00387
387,train,temperature_sensor_lag,isochoric_family_0096,IS_00388
388,validation,normal,isochoric_family_0097,IS_00389
389,validation,air_leak,isochoric_family_0097,IS_00390
390,validation,volume_instability,isochoric_family_0097,IS_00391
391,validation,temperature_sensor_lag,isochoric_family_0097,IS_00392
392,validation,normal,isochoric_family_0098,IS_00393
393,validation,air_leak,isochoric_family_0098,IS_00394
394,validation,volume_instability,isochoric_family_0098,IS_00395
395,validation,temperature_sensor_lag,isochoric_family_0098,IS_00396
396,train,normal,isochoric_family_0099,IS_00397
397,train,air_leak,isochoric_family_0099,IS_00398
398,train,volume_instability,isochoric_family_0099,IS_00399
399,train,temperature_sensor_lag,isochoric_family_0099,IS_00400
400,train,normal,isochoric_family_0100,IS_00401
401,train,air_leak,isochoric_family_0100,IS_00402
402,train,volume_instability,isochoric_family_0100,IS_00403
403,train,temperature_sensor_lag,isochoric_family_0100,IS_00404
404,train,normal,isochoric_family_0101,IS_00405
405,train,air_leak,isochoric_family_0101,IS_00406
406,train,volume_instability,isochoric_family_0101,IS_00407
407,train,temperature_sensor_lag,isochoric_family_0101,IS_00408
408,train,normal,isochoric_family_0102,IS_00409
409,train,air_leak,isochoric_family_0102,IS_00410
410,train,volume_instability,isochoric_family_0102,IS_00411
411,train,temperature_sensor_lag,isochoric_family_0102,IS_00412
412,train,normal,isochoric_family_0103,IS_00413
413,train,air_leak,isochoric_family_0103,IS_00414
414,train,volume_instability,isochoric_family_0103,IS_00415
415,train,temperature_sensor_lag,isochoric_family_0103,IS_00416
416,validation,normal,isochoric_family_0104,IS_00417
417,validation,air_leak,isochoric_family_0104,IS_00418
418,validation,volume_instability,isochoric_family_0104,IS_00419
419,validation,temperature_sensor_lag,isochoric_family_0104,IS_00420
420,test,normal,isochoric_family_0105,IS_00421
421,test,air_leak,isochoric_family_0105,IS_00422
422,test,volume_instability,isochoric_family_0105,IS_00423
423,test,temperature_sensor_lag,isochoric_family_0105,IS_00424
424,test,normal,isochoric_family_0106,IS_00425
425,test,air_leak,isochoric_family_0106,IS_00426
426,test,volume_instability,isochoric_family_0106,IS_00427
427,test,temperature_sensor_lag,isochoric_family_0106,IS_00428
428,test,normal,isochoric_family_0107,IS_00429
429,test,air_leak,isochoric_family_0107,IS_00430
430,test,volume_instability,isochoric_family_0107,IS_00431
431,test,temperature_sensor_lag,isochoric_family_0107,IS_00432
432,validation,normal,isochoric_family_0108,IS_00433
433,validation,air_leak,isochoric_family_0108,IS_00434
434,validation,volume_instability,isochoric_family_0108,IS_00435
435,validation,temperature_sensor_lag,isochoric_family_0108,IS_00436
436,test,normal,isochoric_family_0109,IS_00437
437,test,air_leak,isochoric_family_0109,IS_00438
438,test,volume_instability,isochoric_family_0109,IS_00439
439,test,temperature_sensor_lag,isochoric_family_0109,IS_00440
440,train,normal,isochoric_family_0110,IS_00441
441,train,air_leak,isochoric_family_0110,IS_00442
442,train,volume_instability,isochoric_family_0110,IS_00443
443,train,temperature_sensor_lag,isochoric_family_0110,IS_00444
444,train,normal,isochoric_family_0111,IS_00445
445,train,air_leak,isochoric_family_0111,IS_00446
446,train,volume_instability,isochoric_family_0111,IS_00447
447,train,temperature_sensor_lag,isochoric_family_0111,IS_00448
448,train,normal,isochoric_family_0112,IS_00449
449,train,air_leak,isochoric_family_0112,IS_00450
450,train,volume_instability,isochoric_family_0112,IS_00451
451,train,temperature_sensor_lag,isochoric_family_0112,IS_00452
452,test,normal,isochoric_family_0113,IS_00453
453,test,air_leak,isochoric_family_0113,IS_00454
454,test,volume_instability,isochoric_family_0113,IS_00455
455,test,temperature_sensor_lag,isochoric_family_0113,IS_00456
456,train,normal,isochoric_family_0114,IS_00457
457,train,air_leak,isochoric_family_0114,IS_00458
458,train,volume_instability,isochoric_family_0114,IS_00459
459,train,temperature_sensor_lag,isochoric_family_0114,IS_00460
460,train,normal,isochoric_family_0115,IS_00461
461,train,air_leak,isochoric_family_0115,IS_00462
462,train,volume_instability,isochoric_family_0115,IS_00463
463,train,temperature_sensor_lag,isochoric_family_0115,IS_00464
464,test,normal,isochoric_family_0116,IS_00465
465,test,air_leak,isochoric_family_0116,IS_00466
466,test,volume_instability,isochoric_family_0116,IS_00467
467,test,temperature_sensor_lag,isochoric_family_0116,IS_00468
468,test,normal,isochoric_family_0117,IS_00469
469,test,air_leak,isochoric_family_0117,IS_00470
470,test,volume_instability,isochoric_family_0117,IS_00471
471,test,temperature_sensor_lag,isochoric_family_0117,IS_00472
472,train,normal,isochoric_family_0118,IS_00473
473,train,air_leak,isochoric_family_0118,IS_00474
474,train,volume_instability,isochoric_family_0118,IS_00475
475,train,temperature_sensor_lag,isochoric_family_0118,IS_00476
476,validation,normal,isochoric_family_0119,IS_00477
477,validation,air_leak,isochoric_family_0119,IS_00478
478,validation,volume_instability,isochoric_family_0119,IS_00479
479,validation,temperature_sensor_lag,isochoric_family_0119,IS_00480
480,test,normal,isochoric_family_0120,IS_00481
481,test,air_leak,isochoric_family_0120,IS_00482
482,test,volume_instability,isochoric_family_0120,IS_00483
483,test,temperature_sensor_lag,isochoric_family_0120,IS_00484
484,test,normal,isochoric_family_0121,IS_00485
485,test,air_leak,isochoric_family_0121,IS_00486
486,test,volume_instability,isochoric_family_0121,IS_00487
487,test,temperature_sensor_lag,isochoric_family_0121,IS_00488
488,test,normal,isochoric_family_0122,IS_00489
489,test,air_leak,isochoric_family_0122,IS_00490
490,test,volume_instability,isochoric_family_0122,IS_00491
491,test,temperature_sensor_lag,isochoric_family_0122,IS_00492
492,train,normal,isochoric_family_0123,IS_00493
493,train,air_leak,isochoric_family_0123,IS_00494
494,train,volume_instability,isochoric_family_0123,IS_00495
495,train,temperature_sensor_lag,isochoric_family_0123,IS_00496
496,train,normal,isochoric_family_0124,IS_00497
497,train,air_leak,isochoric_family_0124,IS_00498
498,train,volume_instability,isochoric_family_0124,IS_00499
499,train,temperature_sensor_lag,isochoric_family_0124,IS_00500
500,train,normal,isochoric_family_0125,IS_00501
501,train,air_leak,isochoric_family_0125,IS_00502
502,train,volume_instability,isochoric_family_0125,IS_00503
503,train,temperature_sensor_lag,isochoric_family_0125,IS_00504
504,train,normal,isochoric_family_0126,IS_00505
505,train,air_leak,isochoric_family_0126,IS_00506
506,train,volume_instability,isochoric_family_0126,IS_00507
507,train,temperature_sensor_lag,isochoric_family_0126,IS_00508
508,validation,normal,isochoric_family_0127,IS_00509
509,validation,air_leak,isochoric_family_0127,IS_00510
510,validation,volume_instability,isochoric_family_0127,IS_00511
511,validation,temperature_sensor_lag,isochoric_family_0127,IS_00512
512,test,normal,isochoric_family_0128,IS_00513
513,test,air_leak,isochoric_family_0128,IS_00514
514,test,volume_instability,isochoric_family_0128,IS_00515
515,test,temperature_sensor_lag,isochoric_family_0128,IS_00516
516,train,normal,isochoric_family_0129,IS_00517
517,train,air_leak,isochoric_family_0129,IS_00518
518,train,volume_instability,isochoric_family_0129,IS_00519
519,train,temperature_sensor_lag,isochoric_family_0129,IS_00520
520,train,normal,isochoric_family_0130,IS_00521
521,train,air_leak,isochoric_family_0130,IS_00522
522,train,volume_instability,isochoric_family_0130,IS_00523
523,train,temperature_sensor_lag,isochoric_family_0130,IS_00524
524,test,normal,isochoric_family_0131,IS_00525
525,test,air_leak,isochoric_family_0131,IS_00526
