experiment_id,mean_temperature,std_temperature,max_temperature,min_temperature,temperature_range,max_abs_jump,mean_abs_jump,mean_residual,mean_abs_residual,max_abs_residual,std_residual,residual_slope,average_cooling_rate,class_name
32,37.18468304449241,18.990518670913225,93.87842035850888,20.713055396753575,73.1653649617553,2.9128714524372725,0.7051086879377572,-0.010715566443893453,0.1992789575978497,0.6842713256989583,0.24758313196099874,0.00016754316643600013,-0.12111807730774939,normal
33,35.46354901804703,12.457502616998614,77.24373672698887,25.706802072727555,51.536934654261316,2.5202847271669526,0.5921306752048204,-0.0167850090953607,0.21947271734956594,0.7914881624687453,0.2792374374893126,-0.00011161609914090955,-0.08517219213043184,normal
34,35.884215415978986,13.235891763754584,75.6154106773071,24.160170622885833,51.45524005442127,2.1098691861755583,0.6233627973722489,0.001467726725104706,0.3004018988727949,0.8818855124399647,0.36226210802921804,0.000321391206433225,-0.08396228034290702,normal
35,32.15197064182145,11.552092553526387,74.52994079964685,24.491345171911515,50.03859562773533,3.2984013362051456,0.5739572030941495,0.0003968628008253038,0.20318444679161185,0.5769595005269537,0.24764764954727322,0.00020054925086431463,-0.08247143685784197,normal
36,33.95061902413015,12.394278892541545,75.99480689000652,25.053788422301363,50.94101846770515,2.509977893857439,0.4747718886335221,0.00190409921164435,0.11114831609790833,0.326313421089786,0.13945727198712826,6.85671958570303e-05,-0.08479154607648504,normal
37,27.321575487151918,12.283439839753829,70.65314329690185,18.98165272191203,51.67149057498982,2.644977396244741,0.53269235443917,0.020666611552417127,0.14059786849243433,0.4022245456057867,0.1732447376198898,-3.462854011233804e-05,-0.08555112412825655,normal
38,29.19765647136539,11.766143296855432,78.67436170242938,22.196514445443228,56.47784725698615,4.398649167270165,0.743975986495506,-0.005549735927472848,0.3047094397561786,0.994020991742925,0.37114604498229703,7.471580677921287e-05,-0.09256888099749683,normal
39,28.230109673551866,15.755727765752622,90.98291750258493,19.334974987052085,71.64794251553283,4.7170040593666585,0.7189882533927897,0.010184761025404125,0.1790983301524313,0.7291160012729669,0.22776713536994012,8.582520411619342e-05,-0.11886656857298339,normal
40,31.944382664057844,13.789959649647738,87.65980398204262,23.51452849023649,64.14527549180613,4.819239246951199,0.7825174438214743,-0.02219501068157526,0.2776651209708854,1.0293017691020196,0.3547347340900813,1.1957996453015037e-05,-0.10376131499201584,normal
41,39.540777523785735,15.684529873755391,85.61331957432084,25.498122446801652,60.11519712751919,2.3159034839363386,0.6151275760730239,0.032346224349185125,0.23949396053012403,0.8029771579998446,0.29371055713142724,0.00039266566165593045,-0.10019199521253198,normal
42,28.091558634723174,13.634694164989435,78.02561036629723,19.214379789540907,58.81123057675632,3.548701276712876,0.6520359648371605,-0.02202531648880973,0.2109937417296246,0.6631923034686764,0.2502564523798218,0.00013449297997683593,-0.09692379926152728,normal
43,29.739932163311906,13.663632889252035,86.06593227562021,22.3065858379657,63.759346437654514,4.640098369039734,0.6436557007960602,0.00689785056355909,0.1391322303449084,0.48270632059685425,0.17269209527966228,2.655127099343736e-05,-0.10616966799881097,normal
44,28.16917458996082,12.367670543755295,77.23095692035885,20.61232825616052,56.618628664198326,3.8443332525498164,0.7046548673804568,-0.005693150987039114,0.2557841792867692,0.8325483848967039,0.32404128064254173,1.5913481256041625e-05,-0.0940011316847287,normal
45,32.894368211094545,14.08561660458551,88.53515966491062,24.678123564162338,63.85703610074829,4.374888766953362,0.6182795221919957,0.0064000685317387555,0.11683646402119921,0.453983859218976,0.14513275952386,9.735485458365969e-05,-0.10583386869672846,normal
46,31.76116825077508,10.639250050994153,75.19544974933991,25.648420505829456,49.54702924351046,3.4600597855068145,0.5319612257458036,-0.0044466715772558734,0.13711516989507092,0.5036715716079776,0.17509101256924925,-3.841448558817534e-05,-0.08196732401284963,normal
47,36.23355333688095,14.247921740412458,76.90954512242462,22.53097420604125,54.37857091638337,1.9773535208897925,0.5228951652357364,0.012826588217012942,0.1587643636333481,0.630017317508873,0.19821284755756716,-2.0267970257335475e-05,-0.09063095152730562,normal
48,33.5182208930377,11.651772813301886,76.58120187653638,25.96555678027519,50.61564509626119,3.215711650158738,0.5218739967732406,0.015152556637745394,0.13343917522844007,0.47000118313339456,0.16574326770823058,-2.8704011524703167e-05,-0.08384375032782888,normal
49,32.5427774522436,13.694515366550153,82.08141906267487,23.486300506396,58.59511855627887,3.258316458618083,0.6257729048599189,0.020226700926074967,0.1873713509379762,0.6919302759413029,0.23914238031505666,8.464046884573263e-05,-0.09717091818787857,normal
50,29.085926672009684,11.543071197503995,77.54343583466377,22.460061735672895,55.08337409899087,4.208762769829477,0.6786568700931991,-0.04365855279009761,0.2247416746075554,0.7312500617154107,0.2698227780590829,5.3650542583299534e-05,-0.09035743820886204,normal
51,25.759219138776324,10.981964630715913,70.95579234428729,19.327802735159196,51.62798960912809,4.37949823132729,0.6012544099181514,0.01605764122108443,0.21989182618895556,0.7291251265558572,0.27258551472728393,-0.00010285666175744804,-0.0847910392876111,normal
52,32.75588218643242,15.034348979931663,82.12626564215657,20.88914406873149,61.23712157342508,2.81000889363672,0.66554179597319,-0.003827137771369355,0.23543408087310078,0.8855791985582826,0.29871510868071804,6.768823577898052e-05,-0.10153976701526138,normal
53,31.199381091723165,11.910639049874332,80.6306766473941,23.74695023119557,56.88372641619853,3.8739007105210135,0.768508833507613,-0.00028063975095402244,0.3013775088993639,1.249912362241691,0.38350931994466414,-9.626246208017623e-05,-0.09480621069366421,normal
54,35.746326789606925,16.315117651896024,81.81954131408753,20.54444744685463,61.2750938672329,2.0475945608204427,0.590483455680944,-0.004436863485464644,0.17809161513349162,0.70995878834065,0.2228107874744631,5.1967679107906376e-05,-0.1006443370486369,normal
55,25.82560521918713,11.140297591644755,73.07313160010867,19.82515480506632,53.24797679504235,4.426285494163906,0.5504047723211514,0.0062108356610806525,0.1276311774176538,0.46330054920083086,0.15622059512621383,5.019332182460586e-05,-0.08840533706028221,normal
56,32.69828168418093,10.646695010326173,72.92114603350066,25.308174599295977,47.61297143420468,3.3414229715034054,0.6273278475135984,-0.02583040982616868,0.27022207446837865,0.9716759674645523,0.32853059165300924,9.193883284394088e-05,-0.07801237623623763,normal
57,36.580754586197706,15.472110948943387,93.2944373619208,26.30451917647606,66.98991818544474,3.5508249589041014,0.7433458897454093,0.030029234209246275,0.3109111543070741,0.8681024097448606,0.36043260247906667,-7.207448561309806e-05,-0.11127453761645614,normal
58,29.508249555050472,13.408969767920093,82.85016478825307,21.12110643079084,61.72905835746223,3.977140816170703,0.7277447927734746,0.058346151022079774,0.2534103266628351,0.9830304432684649,0.31172061009665863,-3.443288811804448e-05,-0.10069876208562656,normal
59,25.678019252423983,13.983021699320664,82.83153614977479,17.49465870338634,65.33687744638846,4.606277045431327,0.7083353086231748,0.010220701809013095,0.20228663888934728,0.8159714441117991,0.26229888715972344,2.2040764814405478e-05,-0.10814035094294333,normal
60,31.28951025834106,9.377096142938646,70.97041251257355,25.61463187987913,45.35578063269442,3.5244607716896184,0.6495663734961342,0.041817242574465355,0.247682892350127,1.2184497283309703,0.3213470903574249,-1.6069808739096117e-05,-0.07468766687632465,normal
61,33.68867303444799,17.135332960329677,84.41699184767998,18.682710672940857,65.73428117473912,2.39581904874899,0.6124908563925034,-0.023062010135993658,0.16052323354920772,0.6275677815179499,0.2048707057802866,-1.0634406116236962e-05,-0.10883275218304571,normal
62,36.79235318888268,14.078873086149368,80.1845386945271,25.26944479745885,54.91509389706826,2.2842213308981485,0.5206245134389829,-0.02517337917137153,0.13028936282093448,0.4670561967305318,0.1650213434511193,0.00010400366717874763,-0.09115469408027993,normal
63,34.34114662853469,14.697277469895669,91.69834521151768,25.280031139597465,66.41831407192021,4.397658859963272,0.8154232723406367,-0.014750191677417701,0.29298343697443263,1.0061812281645786,0.3654724338097191,0.00027837161778191186,-0.10952307533793312,normal
64,34.61093311500119,13.974328533510295,83.1861878741587,24.856917268511317,58.32927060564739,3.0414738342773546,0.5993626591610782,-0.01897700885406797,0.16192734265086067,0.6530196052331476,0.21215361061982527,1.2163298796790509e-05,-0.09711985100950692,normal
65,33.39945583451824,13.218856218440864,80.61645132146522,24.586506453872133,56.02994486759309,2.8571203984514995,0.5446845042521605,0.013855251780384785,0.1211254633940201,0.44453825700166405,0.14859047979104192,-2.421368583922762e-05,-0.09313419377656294,normal
66,29.191799703225087,11.32057825568305,72.7378897481792,21.97182071748472,50.76606903069448,3.6299639413916367,0.6295264984162487,-0.0015372603426378009,0.2776099365516005,0.9281318032037902,0.34121261630612465,0.00010438271808512983,-0.08351830589332854,normal
67,32.84530608253128,12.018259782771649,69.99256185554339,22.88614399647631,47.10641785906708,2.0943211624507114,0.49237078102103665,0.0040166701965086895,0.17936576239462004,0.6445562471150801,0.2246738850322318,-0.000106849312291535,-0.07755036072814836,normal
68,31.551660522818025,14.914922281982422,84.24833685823016,21.49857336864047,62.74976348958969,3.421626915873489,0.56121921987716,0.004574675998839688,0.1062399101901842,0.3501970011140543,0.1345731412991082,-5.6869905094619824e-05,-0.10445259942824975,normal
69,30.544321466471846,14.801944621343882,90.99914164017936,22.02524281656413,68.97389882361523,5.060480621311271,0.8175427434142424,0.034844591535576126,0.2730107051917353,0.9326597213613823,0.3458812099320046,-0.0001785689792172902,-0.11308122109142678,normal
70,29.614441971514136,12.470807434027712,74.83929177530278,21.333913909907523,53.50537786539526,2.9861198425241042,0.5331182386030856,-0.01087764251341398,0.12166817869443507,0.3799412452975588,0.15255674365700922,4.2378698500658836e-05,-0.08857684881832228,normal
71,36.681466413591316,15.917261238358686,90.95507884625992,25.132465743622348,65.82261310263758,3.95815970424745,0.6955747878993588,-0.029459515845757733,0.2490203327428066,0.7923299837583073,0.3091213327129189,6.040431908950971e-05,-0.1086569841446418,normal
72,35.475321684925845,14.33610670068523,83.12107026500277,24.47102919741324,58.65004106758953,3.0352956181167343,0.6488908770318527,0.03153401090581589,0.22721762331545486,0.6143945615757573,0.265027643424815,-6.067411054828153e-05,-0.09752950570361217,normal
73,28.876366779370183,15.059329079455004,90.4193166483744,20.443501503012527,69.97581514536188,4.683272881395553,0.7451754804645372,0.02973864816855254,0.18799125140852788,0.8877545593443728,0.23731580548636458,-0.00012768768821393509,-0.11577361230885666,normal
74,35.003937414017514,15.132083705834074,87.10483467230542,23.965809436405394,63.13902523590002,3.203818783514123,0.7355105243924623,0.02508554422966892,0.25564855101912576,0.9053580545197235,0.3204302850501732,-0.0001719926983022647,-0.10440757397081933,normal
75,34.204725931944616,14.53626030883863,94.0619912284242,25.49507891915381,68.56691230927039,5.150757729745521,0.8057810588999808,0.046265148663790834,0.29092548952385616,0.949290295423662,0.3497529500723389,0.00012516239459454967,-0.11339437506019454,normal
76,30.187090102736132,11.116500409598205,73.7544921462153,23.44170634048041,50.31278580573489,3.3619315141077664,0.5995947042241123,0.0029209544170889206,0.21780425125345343,0.8945999733726211,0.27603106624744606,-3.1577687869836855e-05,-0.08365284051733189,normal
77,26.32024436773696,12.260196742138167,75.01026500563698,19.158204710173862,55.85206029546312,3.6154705746460536,0.5787202585246709,-0.0006285402376999577,0.14730285004030172,0.49564453343413817,0.184202790677656,3.151514157059909e-06,-0.09234287931972612,normal
78,30.312884194295723,16.719009777796,88.0137581477995,18.669920283018826,69.34383786478068,3.2099610250549517,0.639773738737709,0.004687005261811476,0.10100438836710673,0.3219648925699765,0.12300177544324234,5.452620065317273e-05,-0.1155730631079678,normal
79,32.71159454157918,13.646392262298907,77.22149318052568,22.07976749855971,55.14172568196597,3.2225386093856656,0.6191856571824741,0.04550134185042791,0.23026896062795005,0.852153886406473,0.2940625675959109,0.0002661124938563987,-0.08996565717467889,normal
80,27.833633319734794,14.76905990862612,86.60411062646891,19.10391946234867,67.50019116412024,4.806385502407309,0.8064683418251336,0.018852609075742342,0.2874915064836397,0.8357740476158497,0.35760483069246063,0.00023159513558117402,-0.11173279206558763,normal
81,38.67242701969108,13.771703751519729,79.36839008552164,26.1404757355614,53.227914349960244,2.677687474388719,0.6264921151341328,0.001181518950070928,0.28682181863516776,0.9502806156305041,0.36594344591205774,0.0001185316068835203,-0.0868863177538149,normal
82,34.24274872354624,13.907422933004874,75.50284323234135,21.7569698269107,53.74587340543064,2.626532819681458,0.6219531433505492,-0.0052447562553623395,0.2845495152951916,0.9277419257065489,0.35058245979304986,-0.00014436680855639352,-0.08957645567571774,normal
83,27.879474129102302,16.102623855656756,94.07507594249168,18.82478343103039,75.25029251146128,5.346097732665996,0.7837564605300197,-0.01680356455774005,0.183935480276758,0.513688180777752,0.2221855176846348,4.980513499663666e-05,-0.12450393419167415,normal
84,37.47616526433274,13.479212818132055,75.7199238047224,25.04388554177538,50.67603826294702,2.1488181225819005,0.5090404337644725,0.015042890567759022,0.2104049475880158,0.6587695251723069,0.2587397645600969,0.00012824716579276613,-0.08392525633751301,normal
85,31.07645480761823,12.169470658310638,71.09482810002562,21.70258786990637,49.392240230119256,2.2445759669224685,0.5011826891491457,-0.003725568918180447,0.15796024280971457,0.5303180609519451,0.18543840200193654,-4.876432942395665e-06,-0.08192518588991397,normal
86,38.84085225528005,17.83418354893602,93.84086219845172,23.845462243410832,69.99539995504088,3.599025221109457,0.714874967949389,0.01441459968128482,0.27789533331816274,1.0439003494209516,0.34615912229757245,-0.0001126019439745503,-0.11592192483594355,normal
87,30.17383803551575,14.527551800459722,85.20054286272914,20.349692039505847,64.85085082322328,4.398789418339064,0.7751806774447636,0.012705727553739773,0.26959118993446224,1.1650429438901782,0.33581815315429436,-0.0001915439837034193,-0.10635627800069597,normal
88,32.71500488070461,11.814265410379496,76.8805875744178,24.923509675562283,51.957077898855516,3.870897723760521,0.6216273991092346,0.021759776351181842,0.22409690440141652,0.7219225434345979,0.2746320433859959,-5.661323188044795e-06,-0.08549911784752767,normal
89,35.75849345430262,14.214025477664793,76.22316906985796,22.67481843868464,53.54835063117332,2.0311124255317736,0.47944371471756353,-0.0012090174546372388,0.11218362223578646,0.5086053172640241,0.13670016873868648,-5.349272367052744e-05,-0.08892239356325578,normal
90,29.356362775203767,14.694484788493154,86.70227440650208,20.444116467484733,66.25815793901735,4.230509593631524,0.6197091207463725,0.008670838881640006,0.10485281561620115,0.42966525036580805,0.1331822386753654,5.663302630101313e-05,-0.10968317548764503,normal
91,31.494914709442252,10.66083497660291,75.63193427414225,24.93055087146776,50.701383402674495,4.099101321727915,0.6279899229363927,0.028316664556910183,0.23978209080591376,0.9230307572447529,0.3048084007189381,-0.00020263142756758222,-0.0834249241706725,normal
92,26.0020945304118,13.67401465972158,79.35930210629982,17.50888629013521,61.85041581616461,3.8308505014334315,0.7238749526347498,0.03206825906580517,0.2516224926783774,0.795008682525534,0.3019091866829633,-4.163159011797539e-05,-0.10298954601055697,normal
93,28.702598524773233,15.769493245845746,84.32772539183004,17.875569067615697,66.45215632421434,3.619249182759077,0.6948197030538691,-0.019840881835168304,0.23264262739285976,1.0262152798402013,0.2863124438962215,0.000189007326142438,-0.1105437356529528,normal
94,34.63452458235125,17.431047982368554,89.62069164211424,20.68946307270638,68.93122856940786,2.9260510904499597,0.6646505757449428,0.025112815620828597,0.1626736141060673,0.5108631903394745,0.20452889223243714,-5.099836129809084e-05,-0.11425505820926006,normal
95,35.467960748211084,15.51576422705429,93.1999002178142,25.7738786242961,67.4260215935181,3.993978938033635,0.632822857900364,0.005732775220490655,0.1138632664886517,0.38529770478599445,0.13965472164676462,-9.859926713193942e-05,-0.11223359545721799,normal
96,36.871227870350744,11.712913530788729,72.04281716091184,26.92119629369473,45.1216208672171,1.7691381134934687,0.46787254281482465,0.005179130634672902,0.13971994988423977,0.4531152076962428,0.1728110889909023,1.1872816885495317e-05,-0.07517302333922449,normal
97,31.079288018343355,13.437056197074622,77.38428495626455,21.25172427675696,56.13256067950759,3.0068118710027463,0.6481244249954654,0.026208071853800086,0.23568333919711118,1.0032925541717752,0.30962826865804965,4.9219121615285755e-06,-0.09312084856898115,normal
98,34.050766388016896,13.329466230944666,81.58252071567755,25.087243172924232,56.495277542753314,2.9046559461761206,0.6003919506843831,-0.004203513448649112,0.17434813089966522,0.4868172739687182,0.21021770406424253,3.5279503128367086e-05,-0.09385452897302858,normal
99,29.62582504190126,15.83013536228701,89.07785734646271,19.47707802679353,69.60077931966917,4.32484002613198,0.7702323536226671,-0.051252782804347655,0.23590592704406432,0.6936047457514363,0.2874508722949081,0.00011844525705727988,-0.11515113379619005,normal
100,34.42670858373814,18.959519390441034,94.08005086773736,19.25780447249165,74.82224639524571,3.350219139678771,0.7939627061396141,0.01799102204562193,0.24769186555797507,0.8273081875987742,0.3119913687850847,0.00014052844410818518,-0.12464997620600549,normal
101,32.11869205497315,10.520139926269339,73.09897111650257,25.636774516752254,47.462196599750314,3.0495072225722595,0.5094527031451804,0.011303046487266976,0.1482782882996839,0.45839656314950616,0.18944985588112645,-1.2952835264416503e-05,-0.07827183961697629,normal
102,32.30984800642771,10.793922277981586,72.02160133530505,24.44130074202678,47.58030059327827,3.049111289337276,0.631603988544017,-0.07297056138551383,0.2905761619882952,1.3823713458787843,0.37151423267452505,0.00030676910342457476,-0.07714460707685401,normal
103,28.577722609916766,13.609831185793889,75.98841272876156,18.82793291422494,57.160479814536615,3.3452470067907996,0.700690820614769,-0.025997201997431694,0.2635498772448096,0.7635022188959262,0.3230548007968882,-9.245224927038411e-05,-0.0942185915772741,normal
104,29.756296395450732,11.74221762584573,69.67184631164373,21.32955150093417,48.34229481070956,2.7731186860772965,0.6133514117644161,0.020639226566666058,0.24119866020276243,0.7631079405277887,0.2985334314052007,-0.0002438532082403705,-0.08053096729931877,normal
105,29.44985266292594,15.573319970600508,92.09069156486368,20.27383026374251,71.81686130112116,5.1950242611244875,0.8053175166725295,0.006554088194868184,0.2833037648331273,0.8587397022228522,0.3482751769499863,-0.00026304102426609113,-0.11833933026812325,normal
106,28.86069110895049,15.654473113291852,92.11914124827362,20.118375357368176,72.00076589090544,4.748795363582914,0.6998037528266339,-0.009004181481409402,0.144796911328334,0.578797048850312,0.18809711092643966,4.501694364143444e-06,-0.11994146557697616,normal
107,35.13836389091166,13.42778749216684,73.55703126335712,22.501576292699234,51.055454970657884,2.070339509385718,0.6261045456449172,0.032397157401742614,0.2807814081874443,0.9594012614671144,0.3597262061949803,1.891847591594054e-05,-0.083783310713716,normal
108,28.13211309035158,10.429285371327133,69.98365094212616,22.09736660706129,47.88628433506487,3.4677917100675515,0.5031141052447242,-0.036759564568227744,0.12726130183764797,0.39717597388141357,0.1545427299098026,2.5629633954700616e-05,-0.07857984680722206,normal
109,32.543060552188564,13.204638552273416,83.64529351306646,24.303658878371095,59.34163463469537,4.083601192078021,0.7679573187799792,0.04314960726145594,0.3032617269691961,1.1149484406682149,0.3788473155045834,-0.00013916930618067364,-0.09777523693772644,normal
110,35.052315002358526,16.283620939846855,89.8970723693826,23.17253931852463,66.72453305085797,3.3836904024092433,0.6096471145869634,-0.018601643665123187,0.12769502859428422,0.41760926316993974,0.15268953704045846,-8.193033752363699e-05,-0.11100293141896164,normal
111,28.590899398995408,15.343264162508412,91.72056778201367,20.076052279587337,71.64451550242634,5.165994093200553,0.7175281739046275,-0.002448570495474641,0.16340425007911658,0.5984065204404594,0.20040175212692685,7.635305827923123e-05,-0.11898305526806664,normal
112,29.30941755404439,12.319524489974109,71.33279392506996,20.639499632481108,50.69329429258886,2.5649661198200278,0.50972185543177,-0.020856607937977546,0.12910718880870423,0.4227390500811161,0.15968437887688877,5.113519498661698e-05,-0.084302726986198,normal
113,32.334745217158755,16.072462881574722,89.70846949744669,21.21967484405006,68.48879465339662,3.779194786342913,0.8612812272736889,0.029748110465756507,0.33341578140425465,1.1548050914795027,0.4016044237181326,0.00020418551598264548,-0.1132980501332553,normal
114,28.53381592492924,11.088930413289592,75.20832029243799,22.260459939840217,52.94786035259777,4.0862626696388915,0.6310739194108598,-0.04489625307039097,0.22090395971533344,0.6554060627086074,0.2690556562863321,-9.10361031800861e-05,-0.08738421667930102,normal
