experiment_id,time_seconds,temperature_c,pressure_kpa,volume_ml,bath_temperature_c,atmospheric_pressure_kpa,true_temperature_c,true_pressure_absolute_kpa,true_volume_ml,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
IS_00001,284.41,61.300000000000004,114.80000000000001,201.5,65.8,101.03349400216767,61.5447,114.5695,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,292.54,62.0,114.80000000000001,201.5,66.10000000000001,101.03349400216767,62.0936,114.7573,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,300.66,62.300000000000004,115.80000000000001,202.5,66.4,101.03349400216767,62.6116,114.9347,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,308.79,63.0,115.30000000000001,201.5,66.60000000000001,101.03349400216767,63.1003,115.1019,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,316.92,63.300000000000004,115.5,202.0,66.9,101.03349400216767,63.561,115.2596,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,325.04,63.6,116.0,201.5,67.10000000000001,101.03349400216767,63.9952,115.4083,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,333.17,64.2,116.0,202.0,67.4,101.03349400216767,64.4043,115.5483,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,341.29,64.60000000000001,116.0,202.0,67.60000000000001,101.03349400216767,64.7896,115.6802,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,349.42,65.0,115.80000000000001,202.5,67.8,101.03349400216767,65.1523,115.8044,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,357.55,65.5,116.0,201.5,68.0,101.03349400216767,65.4938,115.9212,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,365.67,65.7,116.7,201.5,68.10000000000001,101.03349400216767,65.8151,116.0312,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,373.8,66.0,117.0,202.0,68.3,101.03349400216767,66.1173,116.1347,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,381.92,66.2,116.5,201.5,68.5,101.03349400216767,66.4016,116.232,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,390.05,66.8,117.10000000000001,202.0,68.60000000000001,101.03349400216767,66.6689,116.3235,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,398.18,66.9,117.30000000000001,202.5,68.7,101.03349400216767,66.9202,116.4095,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,406.3,67.10000000000001,116.9,202.0,68.9,101.03349400216767,67.1564,116.4904,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,414.43,67.2,117.0,202.0,69.0,101.03349400216767,67.3784,116.5664,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,422.55,67.5,117.2,202.0,69.10000000000001,101.03349400216767,67.587,116.6378,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,430.68,67.9,117.60000000000001,202.0,69.2,101.03349400216767,67.783,116.7049,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,438.81,67.8,117.30000000000001,202.0,69.3,101.03349400216767,67.967,116.7679,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,446.93,68.2,117.60000000000001,202.5,69.4,101.03349400216767,68.1399,116.8271,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,455.06,68.3,117.10000000000001,202.5,69.5,101.03349400216767,68.3023,116.8826,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,463.19,68.5,117.4,202.0,69.60000000000001,101.03349400216767,68.4547,116.9348,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,471.31,68.7,117.80000000000001,202.0,69.60000000000001,101.03349400216767,68.5979,116.9838,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,479.44,68.7,117.10000000000001,202.5,69.7,101.03349400216767,68.7322,117.0298,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
IS_00001,487.56,68.7,117.60000000000001,202.0,69.8,101.03349400216767,68.8584,117.073,201.514,school_basic,stable_room,isochoric_family_0000,none,0.11556646294859897,normal
