experiment_id,time_seconds,temperature_c,pressure_kpa,volume_ml,bath_temperature_c,atmospheric_pressure_kpa,true_temperature_c,true_pressure_absolute_kpa,true_volume_ml,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
IS_00481,217.11,53.7,112.30000000000001,278.0,61.6,100.31987336750092,56.2562,111.86,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,228.54,55.300000000000004,112.60000000000001,279.0,62.6,100.31987336750092,57.6132,112.3208,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,239.96,56.7,113.7,278.0,63.6,100.31987336750092,58.8944,112.7559,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,251.39,58.1,114.2,278.5,64.60000000000001,100.31987336750092,60.103,113.1663,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,262.82,59.300000000000004,114.0,278.5,65.5,100.31987336750092,61.2424,113.5532,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,274.24,60.6,114.7,278.0,66.3,100.31987336750092,62.316,113.9178,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,285.67,61.7,114.2,279.0,67.10000000000001,100.31987336750092,63.3271,114.2612,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,297.1,62.5,115.4,279.0,67.8,100.31987336750092,64.2789,114.5844,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,308.53,63.7,115.4,278.5,68.5,100.31987336750092,65.1748,114.8886,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,319.95,64.60000000000001,115.7,279.0,69.10000000000001,100.31987336750092,66.0176,115.1748,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,331.38,65.4,116.5,278.5,69.7,100.31987336750092,66.8105,115.4441,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,342.81,66.3,116.0,278.0,70.3,100.31987336750092,67.5562,115.6973,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,354.23,67.10000000000001,116.7,278.5,70.9,100.31987336750092,68.2574,115.9354,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,365.66,67.9,116.2,278.5,71.4,100.31987336750092,68.9167,116.1593,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,377.09,68.60000000000001,117.0,278.5,71.8,100.31987336750092,69.5365,116.3698,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,388.51,69.10000000000001,117.4,278.5,72.3,100.31987336750092,70.1191,116.5676,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,399.94,69.9,117.30000000000001,279.0,72.7,100.31987336750092,70.6668,116.7536,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,411.37,70.2,117.7,279.0,73.10000000000001,100.31987336750092,71.1816,116.9284,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,422.79,70.9,117.4,278.5,73.5,100.31987336750092,71.6654,117.0927,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,434.22,71.4,117.0,278.5,73.8,100.31987336750092,72.1201,117.2471,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,445.65,72.10000000000001,118.4,278.5,74.10000000000001,100.31987336750092,72.5474,117.3922,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,457.07,72.4,118.0,278.5,74.4,100.31987336750092,72.949,117.5286,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,468.5,72.8,118.7,278.5,74.7,100.31987336750092,73.3264,117.6568,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,479.93,73.10000000000001,118.4,278.5,75.0,100.31987336750092,73.6811,117.7772,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,491.35,73.5,118.60000000000001,278.5,75.2,100.31987336750092,74.0144,117.8904,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,502.78,73.9,118.5,278.5,75.5,100.31987336750092,74.3276,117.9967,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,514.21,74.2,118.2,279.0,75.7,100.31987336750092,74.6219,118.0967,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,525.64,74.4,118.80000000000001,278.5,75.9,100.31987336750092,74.8984,118.1906,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,537.06,74.7,118.4,278.0,76.10000000000001,100.31987336750092,75.1583,118.2788,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,548.49,75.10000000000001,119.30000000000001,279.0,76.3,100.31987336750092,75.4025,118.3618,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,559.92,75.3,119.2,278.5,76.5,100.31987336750092,75.632,118.4397,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,571.34,75.5,119.0,279.0,76.60000000000001,100.31987336750092,75.8477,118.5129,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,582.77,75.7,119.30000000000001,279.0,76.80000000000001,100.31987336750092,76.0503,118.5817,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,594.2,75.9,119.30000000000001,278.5,76.9,100.31987336750092,76.2408,118.6464,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,605.62,76.4,119.9,279.0,77.10000000000001,100.31987336750092,76.4197,118.7072,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,617.05,76.4,119.80000000000001,279.0,77.2,100.31987336750092,76.5879,118.7643,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,628.48,76.4,119.60000000000001,278.5,77.30000000000001,100.31987336750092,76.7459,118.8179,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,639.9,76.7,119.10000000000001,279.0,77.4,100.31987336750092,76.8945,118.8684,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,651.33,77.0,120.2,278.0,77.60000000000001,100.31987336750092,77.034,118.9158,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,662.76,77.0,119.7,278.5,77.7,100.31987336750092,77.1652,118.9603,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,674.18,77.10000000000001,119.60000000000001,278.0,77.7,100.31987336750092,77.2884,119.0022,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,685.61,77.4,120.2,278.5,77.80000000000001,100.31987336750092,77.4043,119.0415,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,697.04,77.5,119.7,278.5,77.9,100.31987336750092,77.5132,119.0785,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,708.47,77.60000000000001,119.7,278.5,78.0,100.31987336750092,77.6155,119.1132,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,719.89,77.60000000000001,120.0,278.5,78.10000000000001,100.31987336750092,77.7116,119.1459,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,731.32,77.7,119.5,278.0,78.10000000000001,100.31987336750092,77.802,119.1766,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
IS_00481,742.75,77.80000000000001,119.5,278.5,78.2,100.31987336750092,77.887,119.2054,278.1992,school_basic,stable_room,group_00,none,0.36703494652398255,temperature_sensor_lag
