experiment_id,measurement_number,time_seconds,volume_ml,pressure_kpa,temperature_c,atmospheric_pressure_kpa,pressure_gauge_kpa,true_volume_ml,true_pressure_absolute_kpa,true_temperature_c,dead_volume_ml,device_profile,environment_profile,generation_group,secondary_errors,severity,class_name
BM_00002,23,196.15,55.0,149.9,27.1,101.03349400216767,48.900000000000006,57.5897,149.217,26.8889,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,24,207.92,53.5,152.0,25.400000000000002,101.03349400216767,51.0,55.6044,151.9315,25.2537,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,25,215.22,51.0,157.70000000000002,27.0,101.03349400216767,56.7,53.6191,157.3265,26.9661,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,26,224.07,49.5,162.5,26.6,101.03349400216767,61.5,51.6338,161.7669,26.6131,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,27,233.77,47.0,166.60000000000002,26.6,101.03349400216767,65.60000000000001,49.6485,166.6031,26.5508,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,28,241.82,45.0,173.20000000000002,27.700000000000003,101.03349400216767,72.2,47.6632,172.7357,27.5328,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,29,252.86,43.0,178.3,26.8,101.03349400216767,77.30000000000001,45.678,177.7127,26.5487,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,30,261.23,41.0,185.20000000000002,28.1,101.03349400216767,84.2,43.6927,185.1771,28.0368,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,31,269.9,39.0,192.60000000000002,28.3,101.03349400216767,91.60000000000001,41.7074,192.4683,28.2328,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
BM_00002,32,279.4,37.0,200.60000000000002,28.3,101.03349400216767,99.60000000000001,39.7221,200.1506,28.1468,2.9420327882979747,school_basic,stable_room,boyle_mariotte_family_0000,small_temperature_drift,0.8559988952657567,air_leak
